,method,label,path,id,AS,validity_AS,preservation_AS,Stefano,validity_Stefano,preservation_Stefano,Thao,validity_Thao,preservation_Thao,Davide,validity_Davide,preservation_Davide,Amr,validity_Amr,preservation_Amr,xiang,validity_xiang,preservation_xiang,Shangsu,validity_Shangsu,preservation_Shangsu,xin,validity_xin,preservation_xin,Linfeng,validity_Linfeng,preservation_Linfeng,yuting,validity_yuting,preservation_yuting,He,validity_He,preservation_He,short_path,mutation_number
10,XAI,0,digit_of_sm_rr/_C_C_sm/digit_0_id_81.npy,10,0.0,True,True,0.0,True,True,6.0,True,False,2.0,True,False,0,True,True,2.0,True,False,6.0,True,False,0.0,True,True,0.0,True,True,,False,False,0.0,True,True,_C_C_sm/digit_0_id_81,45.0
11,XAI,0,digit_of_sm_rr/_C_C_sm/digit_0_id_195.npy,11,0.0,True,True,0.0,True,True,3.0,True,False,0.0,True,True,10,True,False,0.0,True,True,0.0,True,True,0.0,True,True,3.0,True,False,0.0,True,True,0.0,True,True,_C_C_sm/digit_0_id_195,76.0
12,XAI,0,digit_of_sm_rr/_C_C_sm/digit_0_id_53.npy,12,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,_C_C_sm/digit_0_id_53,48.0
13,XAI,0,digit_of_sm_rr/_C_C_sm/digit_0_id_129.npy,13,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,,False,False,0.0,True,True,0.0,True,True,_C_C_sm/digit_0_id_129,1.0
14,XAI,0,digit_of_sm_rr/_C_C_sm/digit_0_id_41.npy,14,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,_C_C_sm/digit_0_id_41,60.0
15,XAI,0,digit_of_sm_rr/_C_C_sm/digit_0_id_177.npy,15,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,10,True,False,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,_C_C_sm/digit_0_id_177,105.0
16,XAI,0,digit_of_sm_rr/_C_C_sm/digit_0_id_176.npy,16,,False,False,0.0,True,True,,False,False,,False,False,10,True,False,0.0,True,True,0.0,True,True,0.0,True,True,,False,False,,False,False,0.0,True,True,_C_C_sm/digit_0_id_176,140.0
17,XAI,0,digit_of_sm_rr/_C_C_sm/digit_0_id_132.npy,17,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,_C_C_sm/digit_0_id_132,77.0
18,XAI,0,digit_of_sm_rr/_C_C_sm/digit_0_id_163.npy,18,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0,True,True,0.0,True,True,6.0,True,False,6.0,True,False,0.0,True,True,,False,False,0.0,True,True,_C_C_sm/digit_0_id_163,84.0
19,XAI,0,digit_of_sm_rr/_C_C_sm/digit_0_id_12.npy,19,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,,False,False,0.0,True,True,0.0,True,True,_C_C_sm/digit_0_id_12,74.0
20,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_28.npy,20,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,10,True,False,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_28,35.0
21,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_31.npy,21,,False,False,,False,False,,False,False,,False,False,10,True,False,,False,False,1.0,True,True,1.0,True,True,1.0,True,True,,False,False,1.0,True,True,_C_C_sm/digit_1_id_31,227.0
22,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_125.npy,22,1.0,True,True,1.0,True,True,,False,False,1.0,True,True,10,True,False,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_125,176.0
23,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_35.npy,23,,False,False,1.0,True,True,,False,False,9.0,True,False,10,True,False,,False,False,4.0,True,False,9.0,True,False,,False,False,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_35,1.0
24,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_129.npy,24,,False,False,,False,False,5.0,True,False,,False,False,10,True,False,1.0,True,True,1.0,True,True,,False,False,9.0,True,False,,False,False,1.0,True,True,_C_C_sm/digit_1_id_129,75.0
25,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_62.npy,25,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_62,467.0
26,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_59.npy,26,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_59,110.0
27,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_146.npy,27,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,10,True,False,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_146,105.0
28,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_11.npy,28,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,10,True,False,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_11,99.0
29,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_156.npy,29,1.0,True,True,1.0,True,True,,False,False,5.0,True,False,10,True,False,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_156,34.0
30,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_47.npy,30,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_47,70.0
31,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_53.npy,31,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_53,105.0
32,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_178.npy,32,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,10,True,False,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,,False,False,1.0,True,True,_C_C_sm/digit_1_id_178,476.0
33,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_58.npy,33,,False,False,1.0,True,True,,False,False,5.0,True,False,10,True,False,1.0,True,True,1.0,True,True,1.0,True,True,,False,False,,False,False,1.0,True,True,_C_C_sm/digit_1_id_58,27.0
34,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_92.npy,34,1.0,True,True,1.0,True,True,5.0,True,False,5.0,True,False,10,True,False,1.0,True,True,1.0,True,True,,False,False,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_92,38.0
35,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_131.npy,35,1.0,True,True,1.0,True,True,7.0,True,False,,False,False,10,True,False,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_131,69.0
36,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_160.npy,36,1.0,True,True,1.0,True,True,1.0,True,True,,False,False,10,True,False,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_160,52.0
37,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_60.npy,37,,False,False,1.0,True,True,,False,False,,False,False,10,True,False,1.0,True,True,1.0,True,True,6.0,True,False,1.0,True,True,,False,False,2.0,True,False,_C_C_sm/digit_1_id_60,58.0
38,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_128.npy,38,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,,False,False,1.0,True,True,_C_C_sm/digit_1_id_128,38.0
39,XAI,1,digit_of_sm_rr/_C_C_sm/digit_1_id_65.npy,39,1.0,True,True,1.0,True,True,1.0,True,True,,False,False,10,True,False,1.0,True,True,1.0,True,True,1.0,True,True,,False,False,1.0,True,True,1.0,True,True,_C_C_sm/digit_1_id_65,207.0
40,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_146.npy,40,2.0,True,True,,False,False,2.0,True,True,2.0,True,True,10,True,False,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,_C_C_sm/digit_2_id_146,144.0
41,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_33.npy,41,7.0,True,False,2.0,True,True,2.0,True,True,2.0,True,True,2,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,_C_C_sm/digit_2_id_33,318.0
42,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_151.npy,42,,False,False,,False,False,2.0,True,True,2.0,True,True,10,True,False,4.0,True,False,0.0,True,False,2.0,True,True,2.0,True,True,,False,False,2.0,True,True,_C_C_sm/digit_2_id_151,199.0
43,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_152.npy,43,,False,False,0.0,True,False,2.0,True,True,,False,False,10,True,False,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,_C_C_sm/digit_2_id_152,110.0
44,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_143.npy,44,,False,False,,False,False,2.0,True,True,8.0,True,False,8,True,False,2.0,True,True,8.0,True,False,,False,False,,False,False,,False,False,2.0,True,True,_C_C_sm/digit_2_id_143,140.0
45,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_48.npy,45,3.0,True,False,3.0,True,False,3.0,True,False,3.0,True,False,3,True,False,2.0,True,True,3.0,True,False,3.0,True,False,3.0,True,False,,False,False,3.0,True,False,_C_C_sm/digit_2_id_48,67.0
46,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_16.npy,46,2.0,True,True,1.0,True,False,2.0,True,True,2.0,True,True,2,True,True,1.0,True,False,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,_C_C_sm/digit_2_id_16,131.0
47,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_156.npy,47,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,_C_C_sm/digit_2_id_156,85.0
48,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_129.npy,48,2.0,True,True,,False,False,,False,False,2.0,True,True,10,True,False,2.0,True,True,2.0,True,True,1.0,True,False,2.0,True,True,,False,False,3.0,True,False,_C_C_sm/digit_2_id_129,588.0
49,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_186.npy,49,0.0,True,False,0.0,True,False,0.0,True,False,8.0,True,False,10,True,False,2.0,True,True,8.0,True,False,,False,False,0.0,True,False,2.0,True,True,2.0,True,True,_C_C_sm/digit_2_id_186,88.0
50,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_72.npy,50,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2,True,True,2.0,True,True,2.0,True,True,7.0,True,False,2.0,True,True,2.0,True,True,2.0,True,True,_C_C_sm/digit_2_id_72,180.0
51,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_194.npy,51,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,_C_C_sm/digit_2_id_194,196.0
52,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_33.npy,52,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2,True,True,7.0,True,False,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,_C_C_sm/digit_2_id_33,318.0
53,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_105.npy,53,,False,False,,False,False,,False,False,2.0,True,True,10,True,False,1.0,True,False,1.0,True,False,2.0,True,True,,False,False,,False,False,1.0,True,False,_C_C_sm/digit_2_id_105,469.0
54,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_55.npy,54,2.0,True,True,,False,False,,False,False,2.0,True,True,10,True,False,2.0,True,True,,False,False,,False,False,2.0,True,True,,False,False,3.0,True,False,_C_C_sm/digit_2_id_55,207.0
55,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_88.npy,55,1.0,True,False,,False,False,1.0,True,False,1.0,True,False,10,True,False,1.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,_C_C_sm/digit_2_id_88,656.0
56,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_173.npy,56,,False,False,0.0,True,False,8.0,True,False,8.0,True,False,10,True,False,2.0,True,True,9.0,True,False,2.0,True,True,,False,False,,False,False,2.0,True,True,_C_C_sm/digit_2_id_173,287.0
57,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_187.npy,57,,False,False,,False,False,1.0,True,False,2.0,True,True,10,True,False,1.0,True,False,,False,False,,False,False,2.0,True,True,,False,False,1.0,True,False,_C_C_sm/digit_2_id_187,163.0
58,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_163.npy,58,2.0,True,True,2.0,True,True,2.0,True,True,2.0,True,True,2,True,True,2.0,True,True,7.0,True,False,2.0,True,True,2.0,True,True,,False,False,2.0,True,True,_C_C_sm/digit_2_id_163,91.0
59,XAI,2,digit_of_sm_rr/_C_C_sm/digit_2_id_120.npy,59,,False,False,,False,False,,False,False,,False,False,10,True,False,0.0,True,False,4.0,True,False,,False,False,,False,False,,False,False,,False,False,_C_C_sm/digit_2_id_120,62.0
60,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_105.npy,60,3.0,True,True,3.0,True,True,7.0,True,False,9.0,True,False,10,True,False,9.0,True,False,9.0,True,False,9.0,True,False,9.0,True,False,,False,False,3.0,True,True,_C_C_sm/digit_3_id_105,183.0
61,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_196.npy,61,3.0,True,True,3.0,True,True,8.0,True,False,3.0,True,True,3,True,True,8.0,True,False,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_196,285.0
62,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_0.npy,62,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_0,145.0
63,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_78.npy,63,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_78,227.0
64,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_82.npy,64,9.0,True,False,3.0,True,True,3.0,True,True,3.0,True,True,10,True,False,2.0,True,False,3.0,True,True,9.0,True,False,3.0,True,True,9.0,True,False,3.0,True,True,_C_C_sm/digit_3_id_82,185.0
65,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_134.npy,65,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,7.0,True,False,3.0,True,True,3.0,True,True,3.0,True,True,,False,False,3.0,True,True,_C_C_sm/digit_3_id_134,138.0
66,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_171.npy,66,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,10,True,False,0.0,True,False,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_171,96.0
67,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_118.npy,67,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,1.0,True,False,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_118,114.0
68,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_67.npy,68,3.0,True,True,3.0,True,True,3.0,True,True,2.0,True,False,10,True,False,2.0,True,False,,False,False,8.0,True,False,3.0,True,True,,False,False,3.0,True,True,_C_C_sm/digit_3_id_67,179.0
69,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_114.npy,69,3.0,True,True,8.0,True,False,8.0,True,False,3.0,True,True,10,True,False,8.0,True,False,8.0,True,False,8.0,True,False,3.0,True,True,8.0,True,False,8.0,True,False,_C_C_sm/digit_3_id_114,159.0
70,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_12.npy,70,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_12,29.0
71,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_109.npy,71,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_109,104.0
72,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_139.npy,72,3.0,True,True,3.0,True,True,8.0,True,False,8.0,True,False,10,True,False,3.0,True,True,3.0,True,True,8.0,True,False,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_139,144.0
73,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_53.npy,73,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,2.0,True,False,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_53,118.0
74,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_107.npy,74,3.0,True,True,3.0,True,True,,False,False,9.0,True,False,10,True,False,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_107,190.0
75,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_114.npy,75,8.0,True,False,3.0,True,True,3.0,True,True,2.0,True,False,8,True,False,8.0,True,False,3.0,True,True,3.0,True,True,8.0,True,False,8.0,True,False,3.0,True,True,_C_C_sm/digit_3_id_114,159.0
76,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_140.npy,76,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,10,True,False,8.0,True,False,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_140,142.0
77,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_23.npy,77,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,1.0,True,False,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_23,176.0
78,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_85.npy,78,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_85,104.0
79,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_58.npy,79,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_58,169.0
80,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_48.npy,80,9.0,True,False,4.0,True,True,4.0,True,True,4.0,True,True,10,True,False,7.0,True,False,4.0,True,True,4.0,True,True,,False,False,1.0,True,False,4.0,True,True,_C_C_sm/digit_4_id_48,83.0
81,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_16.npy,81,4.0,True,True,,False,False,1.0,True,False,,False,False,10,True,False,1.0,True,False,1.0,True,False,1.0,True,False,,False,False,,False,False,4.0,True,True,_C_C_sm/digit_4_id_16,64.0
82,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_102.npy,82,,False,False,,False,False,2.0,True,False,7.0,True,False,10,True,False,4.0,True,True,4.0,True,True,8.0,True,False,2.0,True,False,,False,False,2.0,True,False,_C_C_sm/digit_4_id_102,149.0
83,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_2.npy,83,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,_C_C_sm/digit_4_id_2,45.0
84,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_68.npy,84,,False,False,9.0,True,False,,False,False,4.0,True,True,10,True,False,1.0,True,False,,False,False,9.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,_C_C_sm/digit_4_id_68,177.0
85,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_62.npy,85,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4,True,True,4.0,True,True,4.0,True,True,4.0,True,True,,False,False,4.0,True,True,4.0,True,True,_C_C_sm/digit_4_id_62,37.0
86,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_45.npy,86,7.0,True,False,4.0,True,True,,False,False,,False,False,10,True,False,1.0,True,False,4.0,True,True,9.0,True,False,4.0,True,True,,False,False,4.0,True,True,_C_C_sm/digit_4_id_45,79.0
87,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_93.npy,87,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,_C_C_sm/digit_4_id_93,127.0
88,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_164.npy,88,9.0,True,False,9.0,True,False,7.0,True,False,4.0,True,True,10,True,False,4.0,True,True,4.0,True,True,4.0,True,True,9.0,True,False,,False,False,9.0,True,False,_C_C_sm/digit_4_id_164,102.0
89,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_186.npy,89,7.0,True,False,7.0,True,False,7.0,True,False,4.0,True,True,10,True,False,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,7.0,True,False,7.0,True,False,_C_C_sm/digit_4_id_186,137.0
90,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_165.npy,90,7.0,True,False,7.0,True,False,4.0,True,True,4.0,True,True,10,True,False,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,_C_C_sm/digit_4_id_165,161.0
91,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_47.npy,91,6.0,True,False,6.0,True,False,,False,False,9.0,True,False,10,True,False,,False,False,6.0,True,False,,False,False,1.0,True,False,,False,False,6.0,True,False,_C_C_sm/digit_4_id_47,226.0
92,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_54.npy,92,4.0,True,True,,False,False,,False,False,4.0,True,True,10,True,False,2.0,True,False,1.0,True,False,4.0,True,True,9.0,True,False,,False,False,4.0,True,True,_C_C_sm/digit_4_id_54,152.0
